id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
C414100,Mehlmischung glutenfrei,Flour mix gluten-free,Mezcla de harinas sin gluten,Mélange de farines sans gluten,0.137,348,2.6,0.68,81.8,0.4,2,0.01,🌾
Y461132,Lammbraten ohne Sauce,Lamb roast without sauce,Asado de cordero sin salsa,Rôti d'agneau sans sauce,1.087,166,26.77,6.55,0.02,0,0.01,0.645,🍖
T501182,Karpfen gebraten ohne Fett (Pfanne),Carp fried without fat (pan),Carpa frita sin grasa (sartén),Carpe poêlée sans matière grasse,1.057,138,21.375,5.83,0,0,0,0.08,🐟
V574142,"Schaf Niere, geschmort ohne Fett","Sheep kidney, braised without fat","Oveja, riñón, estofado sin grasa","Mouton, rognon, braisé sans matière grasse",1.385,162,29.8,4.72,0,0,0,0.545,🍖
V546132,"Hammel Lunge, gekocht","Mutton lungs, boiled","Carnero, pulmón, cocido","Mouton castré, poumon, cuit",0.92,92,18.4,2.044,0,0,0,0.342,🍖
T512200,Schleie tiefgefroren,Tench deep-frozen,Tenca congelada,Tanche surgelée,0.874,77,17.7,0.74,0,0,0,0.082,🐟
E604300,"Eierteigwaren mit Weizenkeimen, roh","Egg pasta with wheat germ, raw","Pasta al huevo con germen de trigo, cruda","Pâtes aux œufs au germe de blé, crues",0.741,367,15.46,2.69,67.47,1.172,5.52,0.04,🍝
V416172,"Hähnchen Brustfilet, gegrillt","Chicken breast fillet, grilled","Pollo, filete de pechuga, a la parrilla","Poulet, filet de poitrine, grillé",1.20684,140,30.29,2.05,0,0,0,0.1348,🍗
C242032,"Gerste Schrot, gekocht","Barley coarse meal, boiled","Cebada molida gruesa, cocida","Orge concassée, cuite",0.082,51,1.749,0.317,9.5,0.257,1.4,0.005,🌾
T307600,Schwarzer Heilbutt geräuchert,Greenland halibut smoked,Fletán negro ahumado,Flétan noir fumé,0.64,232,17.3,18.1,0,0,0,1.3,🐟
V484200,"Pute Fleisch, mit Haut, tiefgefroren","Turkey meat, with skin, deep-frozen","Pavo, carne con piel, congelada","Dinde, viande avec peau, surgelée",0.77,157,20.2,8.5,0,0,0,0.158,🍗
T207262,"Köhler/Seelachs, tiefgefroren, gebraten ohne Fett (Ofen)","Saithe/pollack, deep-frozen, fried without fat (oven)","Carbonero, congelado, asado sin grasa (horno)","Lieu noir, surgelé, rôti sans matière grasse (four)",1.078,119,26.348,1.512,0,0,0,0.225,🐟
G650132,Schwarzwurzel gekocht,Black salsify boiled,Salsifí negro cocido,Salsifis noir cuit,0.031,51,1.3,0.4,6.6,2.074,5,0.01,🥕
B257300,Weizenmischbrot mit Buttermilch,Wheat-rye bread (> 50 % and < 90 % wheat) with buttermilk,Pan mixto de trigo con suero de mantequilla,Pain mixte au blé au babeurre,0.331,222,7.34,0.89,43,1.02,6.36,1.208,🥛
T601132,"Barsch/Flussbarsch, pochiert",European perch poached,"Perca de río, escalfada","Perche, pochée",0.787,73,16.83,0.6,0,0,0,0.125,🐟
B780500,Pumpernickel,Pumpernickel,Pumpernickel,Pumpernickel,0.2,176,4.845,1.455,31.1,1.5,9.352,1.07,🍞
X654042,Pommes frites,Potato chips,Patatas fritas,Frites,0.156,239,3.368,10.656,31.077,1.562,2.465,0.9568,🍟
U651142,"Schwein Brustspitze, geschmort ohne Fett","Pork breast tip, braised without fat","Cerdo, punta de pecho, estofada sin grasa","Porc, pointe de poitrine, braisée sans matière grasse",1.12424,251,26.5,16.1,0,0,0,0.1512,🍖
T633182,Meeräsche gebraten ohne Fett (Pfanne),Grey mullet fried without fat (pan),Mújol frito sin grasa (sartén),Mulet poêlé sans matière grasse,1.021,126,24.225,3.25,0,0,0,0.182,🍖
T600182,Meerbarbe gebraten ohne Fett (Pfanne),Goatfish fried without fat (pan),Salmonete frito sin grasa (sartén),Rouget-barbet poêlé sans matière grasse,0.931,116,23.869,2.25,0,0,0,0.188,🍖
V132200,"Kaninchen Fleisch, tiefgefroren","Domestic rabbit meat, deep-frozen","Conejo, carne, congelada","Lapin, viande, surgelée",0.874,133,20.8,5.5,0,0,0,0.132,🍖
U871142,"Schaf Vorderhaxe, mager, geschmort ohne Fett","Sheep foreshank, lean, braised without fat","Oveja, jarrete delantero, magro, estofado sin grasa","Mouton, jarret avant, maigre, braisé sans matière grasse",1.2,159,30.3,4.19,0,0,0,0.192,🍖
S241600,"Speiseeis Vanille, überzogen mit Schokolade und Mandeln","Vanilla ice cream, covered with chocolate and almonds","Helado de vainilla, cubierto de chocolate y almendras","Glace à la vanille, enrobée de chocolat et d'amandes",0.21,326,4.9,20.1,30.07,27.01,1.9,0.142,🍨
Y6A3010,Rotbarschfilet pochiert (ohne Sauce),Redfish fillet poached (without sauce),Filete de gallineta escalfado (sin salsa),Filet de sébaste poché (sans sauce),0.605,90,14.5,3.51,0,0,0,0.298,🐟
U342200,Kalb Schnitzel (Keule) tiefgefroren,Veal schnitzel (round) deep-frozen,"Ternera, escalope (pierna) congelado","Veau, escalope (cuisse) surgelée",0.865,89,20.7,0.72,0,0,0,0.215,🍖
D0A6000,"Kuchenboden/Tortenboden (Mürbeteig, einfacher)","Cake base/torte base (shortcrust pastry, simple)","Base de pastel/base de tarta (masa quebrada, sencilla)","Fond de gâteau/fond de tarte (pâte sablée, simple)",0.39,480,7.83,24.68,55.04,14.957,2.97,0.112,🍰
M248000,"Joghurt mind. 3,5 % Fett, mit Kaffeezubereitung, gesüßt","Yogurt min. 3.5 % fat, with coffee preparation, sweetened","Yogur mín. 3,5 % grasa, con preparado de café, endulzado","Yaourt min. 3,5 % de matière grasse, avec préparation au café, sucré",0.2,101,3.8,3.1,13.7,13.3,0.1,0.135,🥛
C532800,Reiswaffeln gesalzen,Puffed rice waffles salted,Tortitas de arroz saladas,Galettes de riz salées,0.397,372,8.1,2.89,76.48,0.43,3.69,0.3,🧇
F225152,Reineclaude gedünstet,Greengage stewed,Ciruela claudia rehogada,Reine-claude étuvée,0.02,72,0.99,0,15.8,12.7,2.647,0.002,🍇
P5A5000,"Kaffeelikör/Schokoladenlikör, cremig, mit Milch/Sahne","Coffee/chocolate liqueur, with milk/cream","Licor de café/chocolate, cremoso, con leche/nata","Liqueur de café/chocolat, crémeuse, au lait/à la crème",0.039,262,0.75,10.178,18,18,0.03153,0.03,🍸
C492000,Mehrkornschrot,Grain mix coarse meal,Multicereales molidos gruesos,Multicéréales concassées,0.529,329,10.97,3.09,58,1.317,12.6,0.022,🌾
T061182,"Hornfisch/Hornhecht, gebraten ohne Fett (Pfanne)",Garfish fried without fat (pan),"Aguja, frita sin grasa (sartén)","Orphie, poêlée sans matière grasse",0.919,125,23.2,3.6,0,0,0,0.1648,🐟
D710300,Biskuitplätzchen,Small sponge biscuits,Galletas de bizcocho pequeñas,Petits biscuits de génoise,0.673,414,12.44,5.4,77.47,41.833,2.64,0.265,🍰
D733200,Streuselplätzchen (Mürbeteig),Crumble biscuits (shortcrust pastry),Galletas de migas (masa quebrada),Biscuits au crumble (pâte sablée),0.348,490,7.05,24.71,58.5,20.621,2.8,0.208,🍪
F211400,Süßkirsche getrocknet,Sweet cherry dried,Cereza dulce seca,Cerise douce séchée,0.069,277,3.537,1.218,60.25,53.69,7.5,0.002318,🍒
X4B2000,"Haferflockensuppe gesüßt, mit Milch 3,5 % Fett","Oat flakes soup sweetened, with milk 3.5 % fat","Sopa de copos de avena endulzada, con leche 3,5 % grasa","Soupe de flocons d'avoine sucrée, au lait 3,5 % de matière grasse",0.225,103,4.75,4.32,10.9,7.91,0.62,0.125,🍲
N414000,"Cappuccino (Getränk) mit Milch 3,5 % Fett",Cappuccino (infusion) with milk 3.5 % fat,"Capuchino (bebida) con leche 3,5 % grasa","Cappuccino (boisson) au lait 3,5 % de matière grasse",0.128,50,2.9,2.79,3.22,3.22,0.084,0.072,☕
U950100,"Schweinefleisch im eigenen Saft, mit Schwarten Konserve","Pork in its own juice, with rind, canned","Carne de cerdo en su jugo, con corteza, conserva","Porc au naturel, avec couenne, conserve",0.778,297,17.6,25,0.42,0,0.11,1.5,🥩
G322132,Grünkohl gekocht,Curly kale boiled,Col rizada cocida,Chou frisé cuit,0.13,38,2.7,1.3,2,1,3.5,0.015,🥬
D790100,"Kekse/Plätzchen, salzig (Vollkornmürbeteig)","Wholemeal biscuits, salted",Galletas integrales saladas (masa quebrada integral),Biscuits complets salés (pâte sablée complète),0.432,497,9.42,27.44,48.4,0.664,9.2,1.455,🍪
T603172,Zander gegrillt,Pike-perch grilled,Lucioperca a la parrilla,Sandre grillé,1.21,105,24.5,0.79,0,0,0,0.075,🐟
N410200,"Kaffee (Getränk) mit Milch 3,5 % Fett",Coffee (infusion) with milk 3.5 % fat,"Café (bebida) con leche 3,5 % grasa","Café (boisson) au lait 3,5 % de matière grasse",0.008,3,0.23,0.12,0.13,0.13,0.30378,0.0125,☕
G581142,Kürbis Pumpkin (C. pepo) geschmort ohne Fett,Pumpkin (C. pepo) braised without fat,Calabaza (C. pepo) estofada sin grasa,Citrouille (C. pepo) braisée sans matière grasse,0.032,39,1.197,0.141,6.39,5.61,3.769,0.002422,🎃
V465200,"Ente Schenkel, mit Haut, tiefgefroren","Duck leg, with skin, deep-frozen","Pato, muslo con piel, congelado","Canard, cuisse avec peau, surgelée",0.71,212,17.17,15.96,0,0,0,0.258,🍗
B526400,Roggenbrötchen mit Mohn,Rye roll with poppy seeds,Panecillo de centeno con semillas de amapola,Petit pain de seigle aux graines de pavot,0.379,275,8.45,3.43,48,0.85,8.93,1.39,🥖
V488182,"Pute Innereien, gebraten ohne Fett (Pfanne)","Turkey giblets, fried without fat (pan)","Pavo, menudillos, fritos sin grasa (sartén)","Dinde, abats, poêlés sans matière grasse",1.2,236,26.6,14.39,0,0,0,0.255,🍗
G480072,Speisezwiebel gegrillt,Onion grilled,Cebolla a la parrilla,Oignon grillé,0.055,54,1.827,0.242,9.69,9.69,2.3,0.038,🧅
T305132,"Goldbutt/Scholle, pochiert",Plaice poached,"Solla, escalfada","Plie, pochée",0.599,66,15,0.7,0,0,0,0.1565,🐟
K440182,Yamswurzel gebraten ohne Fett (Pfanne),Yam fried without fat (pan),Ñame frito sin grasa (sartén),Igname poêlée sans matière grasse,0.11,140,2.273,0.148,29.2,0.8,6.318,0.028,🥔
G660600,Gemüsesaft aus Knollensellerie,Celeriac juice,Zumo de apionabo,Jus de céleri-rave,0.04,18,1.318,0.264,2.22,1.688,0.4,0.172,🧃
U802000,"Schaf Fleisch, fett- und sehnenarm, roh","Sheep meat, low in fat and tendons, raw","Oveja, carne con poca grasa y pocos tendones, cruda","Mouton, viande pauvre en gras et en tendons, crue",0.902,125,20,5,0,0,0,0.23,🥩
U753142,"Schaf Gulasch (Bug, fett) geschmort ohne Fett","Sheep goulash (shoulder, fat) braised without fat","Oveja, gulash (paleta, grasa) estofado sin grasa","Mouton, goulasch (épaule, gras) braisé sans matière grasse",1.2,372,24.8,30.3,0,0,0,0.22,🍲
H844500,"Soja-Joghurtalternative gesüßt, aromatisiert, angereichert mit Vitaminen und Calcium","Plant-based yogurt alternative, made from soya, sweetened, flavoured fortified with vitamins and calcium","Alternativa vegetal al yogur, de soja, endulzada, aromatizada, enriquecida con vitaminas y calcio","Alternative végétale au yaourt, au soja, sucrée, aromatisée, enrichie en vitamines et calcium",0.209,62,3.96,2.54,5.4,5.2,0,0.082,🫘
Y599012,Hähnchenschenkel gekocht (mit Fett und Salz),Chicken thigh boiled (with fat and salt),Muslo de pollo cocido (con grasa y sal),Cuisse de poulet cuite (avec matière grasse et sel),0.93328,292,22.86,22.32,0,0,0,0.454,🍗
Y311612,"Schweinemedaillon natur, gebraten",Pork medaillon fried,"Medallón de cerdo al natural, salteado","Médaillon de porc nature, poêlé",1.3,129,28.6,1.6,0,0,0,0.6182,🍖
T420182,Forelle gebraten ohne Fett (Pfanne),Trout fried without fat (pan),Trucha frita sin grasa (sartén),Truite poêlée sans matière grasse,1.092,181,25.593,8.58,0,0,0,0.12,🐟
F211600,Süßkirschsaft,Sweet cherry juice,Zumo de cereza dulce,Jus de cerise douce,0.014,60,0.81,0.248,13.8,12.3,0.2,0.000502,🧃
U261142,"Rind Bug/Schulter, geschmort ohne Fett","Beef shoulder, braised without fat","Vacuno, paleta/espaldilla, estofada sin grasa","Bœuf, épaule, braisée sans matière grasse",1.289,163,27.126,6.057,0,0,0,0.098,🍖
U203000,"Rind Fleisch, grob entsehnt, sichtbarer Fettanteil max. 5 % (R II) roh","Beef meat, tendons coarsly removed, visible fat content max. 5 % (R II) raw","Vacuno, carne desprovista de tendones, grasa visible máx. 5 % (R II) cruda","Bœuf, viande dénervée grossièrement, gras visible max. 5 % (R II) crue",0.994,156,20.758,8.11,0,0,0,0.158,🥩
U109142,"Rind Ochsenschwanz, geschmort ohne Fett","Beef oxtail, braised without fat","Vacuno, rabo de buey, estofado sin grasa","Bœuf, queue de bœuf, braisée sans matière grasse",1.361,241,29.5,13.7,0,0,0,0.245,🍖
G430152,Gemüsefenchel gedünstet,"Fennel/Florence fennel, stewed","Hinojo, rehogado","Fenouil, étuvé",0.078,26,1.373,0.196,3.37,2.92,3.2,0.065,🥕
U522700,"Schwein Stielkotelett, Kochpökelware, geräuchert","Pork chop (loin) cooked cured, smoked","Cerdo, chuleta de palo, curada cocida, ahumada","Porc, côte première, salaison cuite, fumée",0.70415,131,17.07,6.82,0.437,0.437,0,1.8,🍖
T507152,"Pangasius/Schlankwels, gedünstet",Striped catfish stewed,"Panga, rehogada","Pangasius, étuvé",0.547,68,13.156,1.713,0,0,0,0.585,🐟
V512200,"Kalb Herz, tiefgefroren","Veal heart, deep-frozen","Ternera, corazón, congelado","Veau, cœur, surgelé",0.72,109,15.9,5.06,0,0,0,0.26,🍖
G542172,"Gemüsepaprika gelb, gegrillt","Sweet pepper yellow, grilled","Pimiento amarillo, a la parrilla","Poivron jaune, grillé",0.028,30,0.843,0.215,4.755,4.755,2.366,0.002,🫑
T102162,Hering gebraten ohne Fett (Ofen),Herring fried without fat (oven),Arenque asado sin grasa (horno),Hareng rôti sans matière grasse (four),0.85,171,20.4,9.906,0,0,0,0.255,🐟
H861132,Seidentofu gargezogen,Silken tofu poached,Tofu sedoso escalfado,Tofu soyeux poché,0.24,41,4.2,2.5,0,0,0.6,0.012,🫘
G410132,Artischocke gekocht,Artichokes boiled,Alcachofa cocida,Artichaut cuit,0.083,54,2.919,0.146,3.27,3.05,13.56,0.12,🥕
C660300,"Haferdrink gesüßt, aromatisiert","Oat drink sweetened, flavoured","Bebida de avena endulzada, aromatizada","Boisson à l'avoine sucrée, aromatisée",0.03213,41,0.72,0.98,7.18,7.01,0.44,0.115,🥛
U693200,"Schwein Hintereisbein/Hinterhaxe, tiefgefroren",Pork hindshank (hock) deep-frozen,"Cerdo, codillo trasero, congelado","Porc, jarret arrière, surgelé",0.78096,222,20.12,15.7,0,0,0,0.2122,🍖
T617182,Schafskopf (Meerbrasse) gebraten ohne Fett (Pfanne),Sheepshead fried without fat (pan),Sargo (dorada) frito sin grasa (sartén),Sargue poêlée sans matière grasse,0.937,120,24,2.71,0,0,0,0.188,🍖
X465553,Grüne-Bohnen-Suppe mit Gemüsebrühe und Kartoffeln,Green bean soup with vegetable stock and potatoes,Sopa de judías verdes con caldo de verduras y patata,Soupe de haricots verts au bouillon de légumes et pommes de terre,0.06,33,1.57,0.2,5.5,1.97,1.4,0.382,🍲
U452162,"Kalb Brust, gebraten ohne Fett (Ofen)","Veal breast, fried without fat (oven)","Ternera, pecho, asado sin grasa (horno)","Veau, poitrine, rôtie sans matière grasse (four)",0.998,234,23.87,15.351,0,0,0,0.285,🍖
U721182,"Schaf Kotelett, gebraten ohne Fett (Pfanne)",Sheep chop (loin) fried without fat (pan),"Oveja, chuleta, frita sin grasa (sartén)","Mouton, côte, poêlée sans matière grasse",0.872,393,19.39,35.068,0,0,0,0.262,🍖
F302400,Himbeere getrocknet,Raspberry dried,Frambuesa seca,Framboise séchée,0.256,302,7,2.103,36.2,36.2,32.9,0.0088,🫐
W441032,Parmaschinken gekocht,Parma ham boiled,"Jamón de Parma, cocido","Jambon de Parme, cuit",1.259,323,32.345,20.939,0.16,0.16,0,4.882,🍖
D9A1000,"Vollkornblätterteig eifrei, roh","Wholemeal puff pastry egg-free, raw","Hojaldre integral sin huevo, crudo","Pâte feuilletée complète sans œuf, crue",0.223,405,4.9,31.28,23.72,0.28552,4.71,0.382,🥐
U816172,"Hammel Filet/Lende, gegrillt","Mutton tenderloin, grilled","Carnero, solomillo, a la parrilla","Mouton castré, filet, grillé",1.152,260,25.646,17.537,0,0,0,0.248,🥩
P285000,Weißwein-Schorle mit Mineralwasser,White wine spritzer with mineral water,Vino blanco con agua mineral,Vin blanc à l'eau minérale,0,33,0.051,0,0.16,0.16,0,0.0058,🍷
W163100,Schinkenplockwurst/Schinkenplockwurst luftgetrocknet,Schinkenplockwurst sausage air dried,Plockwurst de jamón/Plockwurst de jamón secada al aire,Plockwurst au jambon/Plockwurst au jambon séchée à l'air,1.77,243,25.55,15.53,0.18,0,0.1,3.8,🍖
S560500,"Zartbitter-/Halbbitterschokolade, mit Mokka/Kaffee","Bittersweet/semisweet chocolate, filled with mocha/coffee",Chocolate semiamargo con moca/café,Chocolat mi-amer au moka/café,0.2,523,7,31.4,48.3,45.6,9.6,0.025,🍫
G581042,Kürbis Hokkaido (C. maxima) geschmort ohne Fett,Hokkaido pumpkin braised without fat,Calabaza Hokkaido (C. maxima) estofada sin grasa,Potimarron (C. maxima) braisé sans matière grasse,0.041,33,1.523,0.218,5.821,5.043,0.857,0.02,🎃
H730032,"Linse rot, reif, gekocht","Lentil red, mature, boiled","Lenteja roja, madura, cocida","Lentille rouge, mûre, cuite",0.4,113,8.8,0.76,16.3,0.4,3,0.005,🫘
S622400,Pralinen gefüllt mit Kokoscreme,Pralines filled with coconut cream,Bombones rellenos de crema de coco,Bonbons de chocolat fourrés à la crème de coco,0.241,575,5.36,38.94,49.5,49.1,2.72,0.158,🍫
G341162,Rotkohl gebacken,Red cabbage baked,Lombarda al horno,Chou rouge cuit au four,0.038,33,1.839,0.212,4.391,4.306,2.9,0.032,🥬
V112142,"Pferd Fleisch, geschmort ohne Fett","Horse meat, braised without fat","Caballo, carne, estofada sin grasa","Cheval, viande, braisée sans matière grasse",0.995,145,28.476,3.259,0.541,0,0,0.1,🍖
V232142,"Hase Fleisch, geschmort ohne Fett","Hare meat, braised without fat","Liebre, carne, estofada sin grasa","Lièvre, viande, braisée sans matière grasse",1.262,155,30.627,3.594,0,0,0,0.098,🍖
V413172,"Hähnchen Fleisch, ohne Haut, gegrillt","Chicken meat, without skin, grilled","Pollo, carne sin piel, a la parrilla","Poulet, viande sans peau, grillée",1.092,172,27.8,6.7,0,0,0,0.22,🍗
T311152,Flunder gedünstet,Flounder stewed,Platija rehogada,Flet étuvé,0.625,79,14.7,2.28,0,0,0,0.405,🐟
P1A3110,Radler sauer (Pilsner Bier mit Mineralwasser),Pilsner beer mixed with mineral water,Radler ácido (cerveza pilsner con agua mineral),Panaché acidulé (bière pils et eau minérale),0.007,19,0.211,0,1.108,0.053,0,0.0052,🍺
V634200,"Hähnchen Leber, tiefgefroren","Chicken liver, deep-frozen","Pollo, hígado, congelado","Poulet, foie, surgelé",0.83542,112,17.44,4.15,1.2,0,0,0.28,🍗
W156000,Landmettwurst,Landmettwurst sausage firm,"Landmettwurst, firme","Landmettwurst, ferme",2.08988,265,25.27,18.21,0,0,0,3.8,🌭
K701400,Champignon getrocknet,Button mushroom dried,Champiñón seco,Champignon de Paris séché,0.726,261,33.22,2.487,26.9,2,17.2,0.93788,🍄
H842600,"Sojadrink gesüßt, aromatisiert, angereichert mit Vitaminen und Calcium","Soya drink sweetened, flavoured, fortified with vitamins and calcium","Bebida de soja endulzada, aromatizada, enriquecida con vitaminas y calcio","Boisson au soja sucrée, aromatisée, enrichie en vitamines et calcium",0.14769,58,3.01,2.212,5.69,5.68,1.64,0.142,🥛
X987512,Weizen gekocht (mit Fett und Salz),Wheat boiled (with fat and salt),Trigo cocido (con grasa y sal),Blé cuit (avec matière grasse et sel),0.33,202,6.6158,4.416,30.575,0.544,6.847,0.385,🌾
G213152,Neuseeländer Spinat gedünstet,New Zealand spinach stewed,Espinaca de Nueva Zelanda rehogada,Tétragone étuvée,0.1,18,1.8,0.2,1.12,0.9,2.2,0.392,🥬
T424182,Meerforelle gebraten ohne Fett (Pfanne),Sea trout fried without fat (pan),Trucha marina frita sin grasa (sartén),Truite de mer poêlée sans matière grasse,0.777,126,21.8,4.06,0,0,0,0.155,🐟
D734800,Haselnusskugeln (Mürbeteig),Hazelnut balls (shortcrust pastry),Bolitas de avellana (masa quebrada),Boules aux noisettes (pâte sablée),0.445,553,9.6,37.75,41.8,18.496,4,0.075,🍖
G342152,Weißkohl gedünstet,White cabbage stewed,Col blanca rehogada,Chou blanc étuvé,0.033,35,1.502,0.207,4.93,4.78,3.3,0.012,🥬
X0A1020,Cornflakes mit Sojadrink und Ahornsirup gesüßt,"Cornflakes with soya drink, maple syrup sweetened","Copos de maíz con bebida de soja, endulzados con sirope de arce","Corn flakes à la boisson de soja, sucrés au sirop d'érable",0.196,134,3.81,1.34,25.4,4.6,2.28,0.275,🥛
G342132,Weißkohl gekocht,White cabbage boiled,Col blanca cocida,Chou blanc cuit,0.028,29,1.282,0.176,4.21,4.08,2.9,0.02,🥬
U163142,Rind Roulade (Oberschale) geschmort ohne Fett,Beef meat for olives (topside/top round) braised without fat,"Vacuno, rollo de carne (tapa) estofado sin grasa","Bœuf, paupiette (tende de tranche) braisée sans matière grasse",1.205,163,28.836,5.326,0,0,0,0.095,🍖
K420182,"Batate/Süßkartoffel, gebraten ohne Fett (Pfanne)","Batata/sweet potato, fried without fat (pan)","Boniato/batata, frito sin grasa (sartén)","Patate douce, poêlée sans matière grasse",0.09,135,1.852,0.682,28.6,6.2,3.568,0.012,🥔
D753500,Vanillehörnchen/Vanillekipferl (Mürbeteig),Vanilla crescents (shortcrust pastry),Medias lunas de vainilla (masa quebrada),Croissants à la vanille (pâte sablée),0.414,543,8.5,32.96,51.4,27.6,3.4,0.02,🌾
V272142,"Rentier Fleisch, geschmort ohne Fett","Reindeer meat, braised without fat","Reno, carne, estofada sin grasa","Renne, viande, braisée sans matière grasse",1.41,144,31.6,2,0,0,0,0.14,🍖
Q6A6000,Joghurtbutter,Butter with yogurt,Mantequilla con yogur,Beurre au yaourt,0.076,611,1.98,66.19,1.59,1.59,0,0.05,🧈
G322142,Grünkohl gedämpft,Curly kale steamed,Col rizada al vapor,Chou frisé cuit à la vapeur,0.116,44,3.437,0.553,2.75,2.1812,6.858,0.045,🥬
U857132,"Lamm Brust, gekocht","Lamb breast, boiled","Cordero, pecho, cocido","Agneau, poitrine, cuite",1.073,372,23.823,30.769,0,0,0,0.185,🥩
U291132,"Rind Hinterhesse, gekocht","Beef leg/hindshank, boiled","Vacuno, morcillo trasero, cocido","Bœuf, jarret arrière, cuit",1.055,161,26.4,6.2,0,0,0,0.1412,🥩
U872142,"Schaf Vorderhaxe, mittelfett, geschmort ohne Fett","Sheep foreshank, medium fat, braised without fat","Oveja, jarrete delantero, semigraso, estofado sin grasa","Mouton, jarret avant, mi-gras, braisé sans matière grasse",1,242,27.9,14.5,0,0,0,0.14,🍖
V485172,"Pute Keule, ohne Haut, gegrillt","Turkey leg, without skin, grilled","Pavo, muslo sin piel, a la parrilla","Dinde, cuisse sans peau, grillée",1.185,176,31.538,5.554,0,0,0,0.298,🍗
Q6A4000,Butter gesalzen,Butter salted,Mantequilla salada,Beurre salé,0.035,732,1.164,80.556,0.56,0.56,0,1.935,🧈
V533200,"Schwein Leber, tiefgefroren","Pork liver, deep-frozen","Cerdo, hígado, congelado","Porc, foie, surgelé",1.4285,131,20.96,4.77,1,0,0,0.2492,🍖
G760162,"Erbse grün, gebacken","Pea green, baked","Guisante verde, al horno","Petit pois, cuit au four",0.246,103,6.9,0.565,14.474,1.533,5.9,0.005,🫛
U121200,Rind Kotelett (Rücken) tiefgefroren,Beef chop (loin) deep-frozen,"Vacuno, chuleta (lomo) congelada","Bœuf, côte (longe) surgelée",1.06,130,22.45,4.45,0,0,0,0.138,🍖
S229000,Parfait/Halbgefrorenes,Parfait,Parfait/semifrío,Parfait glacé,0.185,340,4,22.921,29.3,29.3,0,0.072,🍨
F304152,Heidelbeere gedünstet,Blueberry stewed,Arándano rehogado,Myrtille étuvée,0.008,64,0.5,0.632,10.21,10.21,5.2,0.005,🫐
X537112,Rotkohl gedünstet (mit Fett und Salz),Red cabbage stewed (with fat and salt),Lombarda rehogada (con grasa y sal),Chou rouge étuvé (avec matière grasse et sel),0.02,45,0.977,2.753,2.85,2.81,1.5,0.208,🥬
V485200,"Pute Keule, ohne Haut, tiefgefroren","Turkey leg, without skin, deep-frozen","Pavo, muslo sin piel, congelado","Dinde, cuisse sans peau, surgelée",0.77,114,20.5,3.61,0,0,0,0.215,🍗
U371162,Kalb Bratenfleisch (Bug) gebraten ohne Fett (Ofen),Veal meat for roasting (shoulder) fried without fat (oven),"Ternera, carne para asar (paleta) asada sin grasa (horno)","Veau, viande à rôtir (épaule) rôtie sans matière grasse (four)",1.149,120,27.503,1.092,0,0,0,0.235,🍖
K713182,Pfifferling gebraten ohne Fett (Pfanne),Chanterelle fried without fat (pan),Rebozuelo frito sin grasa (sartén),Girolle poêlée sans matière grasse,0.107,43,6.41,0.444,0.903,0.264,5.361,0.012,🍖
G324132,Pak Choi gekocht,Pak choi boiled,Pak choi cocido,Pak choï cuit,0.053,15,1.653,0.184,1,0.8,1.6,0.03,🥬
T612200,Schwertfisch tiefgefroren,Swordfish deep-frozen,Pez espada congelado,Espadon surgelé,0.726,106,19.4,3.11,0,0,0,0.255,🐟
F603700,Orangennektar,Orange nectar,Néctar de naranja,Nectar d'orange,0.0038,38,0.375,0,8.551,8.551,0.155,0.005,🧃
X0A1000,"Cornflakes mit Milch 1,5 % Fett und Honig gesüßt","Cornflakes with milk 1.5 % fat, honey sweetened","Copos de maíz con leche 1,5 % grasa, endulzados con miel","Corn flakes au lait 1,5 % de matière grasse, sucrés au miel",0.197,148,4.02,1.49,28.95,8.08,1.12,0.29,🍯
W441082,Parmaschinken gebraten ohne Fett (Pfanne),Parma ham fried without fat (pan),"Jamón de Parma, frito sin grasa (sartén)","Jambon de Parme, poêlé sans matière grasse",1.175,319,30.178,21.544,0.15,0.15,0,5.612,🍖
S790000,Kakaomasse,Cocoa mass,Pasta de cacao,Masse de cacao,0.353,672,9.609,65.915,4.6,0.382,11.186,0.31,🍫
F406600,Holundersaft,Elderberry juice,Zumo de saúco,Jus de sureau,0.063,57,2.02,1.36,6.91,6.88,0.4,0.002,🧃
E607100,Grießklößchen getrocknet,Semolina dumplings dried,Bolitas de sémola secas,Quenelles de semoule séchées,1.075,431,21.67,17.22,45.97,9.43,2.61,1.322,🌾
T800100,"Klippfisch 1/1 trocken (gesalzen, getrocknet)","Fish salted, dried",Bacalao salado y seco,Morue salée et séchée,1.453,185,44.7,0.72,0,0,0,19,🐟
S320000,Hartkaramelle (Bonbon) gefüllt,Boiled sweets filled/hard candy filled,Caramelo duro relleno,Bonbon dur fourré,0,408,0,0,87.3,57.7,0,0.005,🍬
V511200,"Rind Herz, tiefgefroren","Beef heart, deep-frozen","Vacuno, corazón, congelado","Bœuf, cœur, surgelé",0.88,121,16.8,6,0,0,0,0.27,🍖
